rock_type,sigma_log10_K,p_sigma_log10_K
Gravel,1.121,6.5562173986357e-17
Gravel,1.122,5.46846394127454e-17
Gravel,1.123,4.38071048391314e-17
Gravel,1.124,3.36705292887249e-17
Gravel,1.125,2.38331871899954e-17
Gravel,1.126,1.39958450912681e-17
Gravel,1.127,4.15850299253857e-18
Gravel,1.128,1.73180438207972e-18
Gravel,1.129,1.17592998557039e-18
Gravel,1.13,6.20055589061182e-19
Gravel,1.131,6.41811925518512e-20
Gravel,1.132,1.56935816250803e-17
Gravel,1.133,3.34356617366208e-17
Gravel,1.134,5.11777418481574e-17
Gravel,1.135,6.89198219596979e-17
Gravel,1.136,7.15260077729314e-17
Gravel,1.137,7.36744548473066e-17
Gravel,1.138,7.58229019216812e-17
Gravel,1.139,7.70483264135008e-17
Gravel,1.14,6.29324790159397e-17
Gravel,1.141,4.88166316183755e-17
Gravel,1.142,3.47007842208144e-17
Gravel,1.143,2.17765321959952e-17
Gravel,1.144,1.6001852407644e-17
Gravel,1.145,1.02271726192914e-17
Gravel,1.146,4.45249283094013e-18
Gravel,1.147,5.23065457531842e-18
Gravel,1.148,2.80756501991231e-17
Gravel,1.149,5.09206458229329e-17
Gravel,1.15,7.37656414467377e-17
Gravel,1.151,8.65788036760639e-17
Gravel,1.152,7.75836324391287e-17
Gravel,1.153,6.85884612021916e-17
Gravel,1.154,5.95932899652564e-17
Gravel,1.155,4.86505572885243e-17
Gravel,1.156,3.48007329016509e-17
Gravel,1.157,2.09509085147806e-17
Gravel,1.158,7.10108412790715e-18
Gravel,1.159,0
Gravel,1.16,0
Gravel,1.161,0
Gravel,1.162,0
Gravel,1.163,0
Gravel,1.164,0
Gravel,1.165,0
Gravel,1.166,0
Gravel,1.167,0
Gravel,1.168,0
Gravel,1.169,0
Gravel,1.17,0
Gravel,1.171,0
Gravel,1.172,0
Gravel,1.173,0
Gravel,1.174,0
Gravel,1.175,0
Gravel,1.176,0
Gravel,1.177,0
Gravel,1.178,0
Gravel,1.179,0
Gravel,1.18,0
Gravel,1.181,0
Gravel,1.182,0
Gravel,1.183,0
Gravel,1.184,0
Gravel,1.185,0
Gravel,1.186,0
Gravel,1.187,0
Gravel,1.188,0
Gravel,1.189,0
Gravel,1.19,0
Gravel,1.191,0
Gravel,1.192,0
Gravel,1.193,0
Gravel,1.194,0
Gravel,1.195,0
Gravel,1.196,0
Gravel,1.197,0
Gravel,1.198,0
Gravel,1.199,0
Gravel,1.2,0
Gravel,1.201,0
Gravel,1.202,0
Gravel,1.203,0
Gravel,1.204,0
Gravel,1.205,0
Gravel,1.206,0
Gravel,1.207,0
Gravel,1.208,0
Gravel,1.209,0
Gravel,1.21,0
Gravel,1.211,0
Gravel,1.212,0
Gravel,1.213,0
Gravel,1.214,0
Gravel,1.215,0
Gravel,1.216,0
Gravel,1.217,0
Gravel,1.218,0
Gravel,1.219,0
Gravel,1.22,0
Gravel,1.221,0
Gravel,1.222,0
Gravel,1.223,0
Gravel,1.224,0
Gravel,1.225,0
Gravel,1.226,0
Gravel,1.227,0
Gravel,1.228,0
Gravel,1.229,0
Gravel,1.23,0
Gravel,1.231,0
Gravel,1.232,0
Gravel,1.233,3.4750376059602e-18
Gravel,1.234,3.16614537432347e-17
Gravel,1.235,5.98478698805029e-17
Gravel,1.236,8.80342860177773e-17
Gravel,1.237,1.14846965170576e-16
Gravel,1.238,1.36472824307249e-16
Gravel,1.239,1.58098683443918e-16
Gravel,1.24,1.79724542580591e-16
Gravel,1.241,1.94280525951316e-16
Gravel,1.242,1.91981176370129e-16
Gravel,1.243,1.89681826788942e-16
Gravel,1.244,1.87382477207755e-16
Gravel,1.245,1.87386661391216e-16
Gravel,1.246,1.91123751572774e-16
Gravel,1.247,1.94860841754331e-16
Gravel,1.248,1.98597931935889e-16
Gravel,1.249,1.79741320799168e-16
Gravel,1.25,1.35171375944555e-16
Gravel,1.251,9.06014310899512e-17
Gravel,1.252,4.60314862353377e-17
Gravel,1.253,2.95947643338528e-17
Gravel,1.254,3.58236778857632e-17
Gravel,1.255,4.20525914376722e-17
Gravel,1.256,4.82815049895826e-17
Gravel,1.257,6.42765214288958e-17
Gravel,1.258,8.57668373522541e-17
Gravel,1.259,1.07257153275608e-16
Gravel,1.26,1.28747469198966e-16
Gravel,1.261,1.56635831062702e-16
Gravel,1.262,1.86938549885079e-16
Gravel,1.263,2.17241268707449e-16
Gravel,1.264,2.47543987529826e-16
Gravel,1.265,2.24226475951781e-16
Gravel,1.266,1.88505248425676e-16
Gravel,1.267,1.52784020899579e-16
Gravel,1.268,1.17062793373474e-16
Gravel,1.269,1.25690854721885e-16
Gravel,1.27,1.39343236378519e-16
Gravel,1.271,1.52995618035149e-16
Gravel,1.272,1.66647999691782e-16
Gravel,1.273,2.025463346172e-16
Gravel,1.274,2.38798481920653e-16
Gravel,1.275,2.75050629224099e-16
Gravel,1.276,3.13308890832055e-16
Gravel,1.277,3.78036716179922e-16
Gravel,1.278,4.42764541527804e-16
Gravel,1.279,5.07492366875672e-16
Gravel,1.28,5.52841639504863e-16
Gravel,1.281,4.93788959362095e-16
Gravel,1.282,4.34736279219328e-16
Gravel,1.283,3.75683599076547e-16
Gravel,1.284,3.1308937855842e-16
Gravel,1.285,2.39442124772011e-16
Gravel,1.286,1.6579487098562e-16
Gravel,1.287,9.21476171992114e-17
Gravel,1.288,4.60429208976364e-17
Gravel,1.289,5.61709461275572e-17
Gravel,1.29,6.62989713574756e-17
Gravel,1.291,7.64269965873964e-17
Gravel,1.292,1.072295928442e-16
Gravel,1.293,1.67191135973848e-16
Gravel,1.294,2.27152679103482e-16
Gravel,1.295,2.8711422223313e-16
Gravel,1.296,4.14100717061148e-16
Gravel,1.297,6.07850347370063e-16
Gravel,1.298,8.01599977678935e-16
Gravel,1.299,9.95349607987851e-16
Gravel,1.3,1.11317584084416e-15
Gravel,1.301,1.17760261749218e-15
Gravel,1.302,1.24202939414018e-15
Gravel,1.303,1.3064561707882e-15
Gravel,1.304,1.2582683000923e-15
Gravel,1.305,1.15540994652886e-15
Gravel,1.306,1.05255159296544e-15
Gravel,1.307,9.49693239401998e-16
Gravel,1.308,9.03995288215182e-16
Gravel,1.309,8.76417773864244e-16
Gravel,1.31,8.48840259513311e-16
Gravel,1.311,8.21262745162372e-16
Gravel,1.312,7.49033249604845e-16
Gravel,1.313,6.68638229706273e-16
Gravel,1.314,5.88243209807719e-16
Gravel,1.315,5.07848189909147e-16
Gravel,1.316,4.31507970417586e-16
Gravel,1.317,3.55465898014758e-16
Gravel,1.318,2.79423825611947e-16
Gravel,1.319,2.06155703196913e-16
Gravel,1.32,2.87612346766523e-16
Gravel,1.321,3.69068990336151e-16
Gravel,1.322,4.5052563390576e-16
Gravel,1.323,5.24130442180086e-16
Gravel,1.324,5.29883541676147e-16
Gravel,1.325,5.35636641172209e-16
Gravel,1.326,5.41389740668269e-16
Gravel,1.327,5.34807726538763e-16
Gravel,1.328,4.75578938790829e-16
Gravel,1.329,4.16350151042882e-16
Gravel,1.33,3.57121363294948e-16
Gravel,1.331,3.98637778777731e-16
Gravel,1.332,7.04521039617673e-16
Gravel,1.333,1.01040430045768e-15
Gravel,1.334,1.31628756129763e-15
Gravel,1.335,1.42434814395888e-15
Gravel,1.336,1.18381308831616e-15
Gravel,1.337,9.43278032673388e-16
Gravel,1.338,7.02742977030669e-16
Gravel,1.339,5.34956999747705e-16
Gravel,1.34,4.56757223763739e-16
Gravel,1.341,3.78557447779756e-16
Gravel,1.342,3.0035767179579e-16
Gravel,1.343,2.27908613662594e-16
Gravel,1.344,1.60473001860872e-16
Gravel,1.345,9.30373900591346e-17
Gravel,1.346,2.56017782574124e-17
Gravel,1.347,5.49609057954361e-18
Gravel,1.348,1.43557192424655e-17
Gravel,1.349,2.32153479053894e-17
Gravel,1.35,3.20749765683113e-17
Gravel,1.351,6.84349559515657e-17
Gravel,1.352,1.16221673861258e-16
Gravel,1.353,1.64008391770961e-16
Gravel,1.354,2.11795109680653e-16
Gravel,1.355,1.95241304792369e-16
Gravel,1.356,1.61847758134741e-16
Gravel,1.357,1.28454211477105e-16
Gravel,1.358,9.50606648194765e-17
Gravel,1.359,2.39285148230216e-16
Gravel,1.36,4.08035952051285e-16
Gravel,1.361,5.76786755872392e-16
Gravel,1.362,7.45537559693461e-16
Gravel,1.363,7.02245269850949e-16
Gravel,1.364,6.51211041497394e-16
Gravel,1.365,6.00176813143828e-16
Gravel,1.366,5.51755389152376e-16
Gravel,1.367,5.52072815761617e-16
Gravel,1.368,5.52390242370857e-16
Gravel,1.369,5.52707668980098e-16
Gravel,1.37,5.37661534640167e-16
Gravel,1.371,4.25824966320409e-16
Gravel,1.372,3.13988398000675e-16
Gravel,1.373,2.02151829680917e-16
Gravel,1.374,1.13770634514089e-16
Gravel,1.375,1.07071747607871e-16
Gravel,1.376,1.00372860701655e-16
Gravel,1.377,9.36739737954376e-17
Gravel,1.378,9.98386341191894e-17
Gravel,1.379,1.34742738570662e-16
Gravel,1.38,1.69646843022126e-16
Gravel,1.381,2.04550947473599e-16
Gravel,1.382,2.02865951641138e-16
Gravel,1.383,1.45210500423879e-16
Gravel,1.384,8.75550492066322e-17
Gravel,1.385,2.98995979893728e-17
Gravel,1.386,0
Gravel,1.387,0
Gravel,1.388,0
Gravel,1.389,0
Gravel,1.39,1.15171444160996e-18
Gravel,1.391,3.18111471630959e-18
Gravel,1.392,5.21051499100877e-18
Gravel,1.393,7.23991526570839e-18
Gravel,1.394,4.93196841904689e-17
Gravel,1.395,1.12623750274103e-16
Gravel,1.396,1.75927816357723e-16
Gravel,1.397,2.39231882441357e-16
Gravel,1.398,2.0855436095761e-16
Gravel,1.399,1.44809243848324e-16
Gravel,1.4,8.10641267390523e-17
Gravel,1.401,1.73190096297664e-17
Gravel,1.402,4.90492194714589e-18
Gravel,1.403,3.3165726981017e-18
Gravel,1.404,1.72822344905786e-18
Gravel,1.405,1.3987420001367e-19
Gravel,1.406,0
Gravel,1.407,0
Gravel,1.408,0
Gravel,1.409,0
Gravel,1.41,5.11925902590558e-17
Gravel,1.411,1.02485558146065e-16
Gravel,1.412,1.53778526033086e-16
Gravel,1.413,1.96559657571143e-16
Gravel,1.414,1.46700337683396e-16
Gravel,1.415,9.68410177956604e-17
Gravel,1.416,4.69816979079138e-17
Gravel,1.417,5.36706188376774e-18
Gravel,1.418,3.93341388449672e-18
Gravel,1.419,2.49976588522602e-18
Gravel,1.42,1.066117885955e-18
Gravel,1.421,0
Gravel,1.422,0
Gravel,1.423,0
Gravel,1.424,0
Gravel,1.425,4.03985543874133e-18
Gravel,1.426,1.58362333198707e-17
Gravel,1.427,2.76326112009975e-17
Gravel,1.428,3.94289890821269e-17
Gravel,1.429,4.14680233430156e-17
Gravel,1.43,3.04972661102546e-17
Gravel,1.431,1.95265088774961e-17
Gravel,1.432,8.55575164473504e-18
Gravel,1.433,2.80646392605605e-18
Gravel,1.434,1.98084327768834e-18
Gravel,1.435,1.15522262932081e-18
Gravel,1.436,3.29601980953096e-19
Gravel,1.437,0
Gravel,1.438,0
Gravel,1.439,0
Gravel,1.44,0
Gravel,1.441,0
Gravel,1.442,0
Gravel,1.443,0
Gravel,1.444,0
Gravel,1.445,0
Gravel,1.446,0
Gravel,1.447,0
Gravel,1.448,0
Gravel,1.449,0
Gravel,1.45,0
Gravel,1.451,0
Gravel,1.452,0
Gravel,1.453,0
Gravel,1.454,0
Gravel,1.455,0
Gravel,1.456,0
Gravel,1.457,0
Gravel,1.458,0
Gravel,1.459,0
Gravel,1.46,9.18689143612752e-19
Gravel,1.461,8.74285835003673e-18
Gravel,1.462,1.65670275564624e-17
Gravel,1.463,2.43911967628864e-17
Gravel,1.464,2.93146973765709e-17
Gravel,1.465,2.28865430167424e-17
Gravel,1.466,1.64583886569124e-17
Gravel,1.467,1.00302342970839e-17
Gravel,1.468,5.05952934617457e-18
Gravel,1.469,3.66351449957902e-18
Gravel,1.47,2.26749965298316e-18
Gravel,1.471,8.71484806387611e-19
Gravel,1.472,0
Gravel,1.473,0
Gravel,1.474,0
Gravel,1.475,0
Gravel,1.476,0
Gravel,1.477,0
Gravel,1.478,0
Gravel,1.479,0
Gravel,1.48,0
Gravel,1.481,0
Gravel,1.482,0
Gravel,1.483,0
Gravel,1.484,0
Gravel,1.485,0
Gravel,1.486,0
Gravel,1.487,0
Gravel,1.488,0
Gravel,1.489,0
Gravel,1.49,0
Gravel,1.491,0
Gravel,1.492,0
Gravel,1.493,0
Gravel,1.494,0
Gravel,1.495,0
Gravel,1.496,0
Gravel,1.497,0
Gravel,1.498,0
Gravel,1.499,0
Gravel,1.5,0
Gravel,1.501,0
Gravel,1.502,0
Gravel,1.503,5.03448029054478e-20
Gravel,1.504,8.29926447896255e-19
Gravel,1.505,1.60950809288689e-18
Gravel,1.506,2.3890897378777e-18
Gravel,1.507,3.45217318426579e-18
Gravel,1.508,6.11317587489338e-18
Gravel,1.509,8.77417856552037e-18
Gravel,1.51,1.1435181256148e-17
Gravel,1.511,1.94957604095e-17
Gravel,1.512,4.49599331204003e-17
Gravel,1.513,7.04241058312949e-17
Gravel,1.514,9.58882785421952e-17
Gravel,1.515,1.07206992174255e-16
Gravel,1.516,8.88631067682561e-17
Gravel,1.517,7.05192213622616e-17
Gravel,1.518,5.21753359562629e-17
Gravel,1.519,3.70147184112947e-17
Gravel,1.52,2.64538467707731e-17
Gravel,1.521,1.58929751302538e-17
Gravel,1.522,5.33210348973213e-18
Gravel,1.523,2.1670436071327e-18
Gravel,1.524,6.54395777015522e-18
Gravel,1.525,1.09208719331768e-17
Gravel,1.526,1.52977860961993e-17
Gravel,1.527,2.28170180609347e-17
Gravel,1.528,3.26004116740447e-17
Gravel,1.529,4.23838052871526e-17
Gravel,1.53,5.21671989002626e-17
Gravel,1.531,4.9710368772725e-17
Gravel,1.532,4.11513743170034e-17
Gravel,1.533,3.25923798612838e-17
Gravel,1.534,2.40333854055622e-17
Gravel,1.535,4.28647607883979e-17
Gravel,1.536,7.0660257209308e-17
Gravel,1.537,9.8455753630212e-17
Gravel,1.538,1.26251250051116e-16
Gravel,1.539,1.6474398990989e-16
Gravel,1.54,2.05281424318548e-16
Gravel,1.541,2.45818858727216e-16
Gravel,1.542,2.86356293135875e-16
Gravel,1.543,2.48547591483843e-16
Gravel,1.544,2.0444469708275e-16
Gravel,1.545,1.60341802681648e-16
Gravel,1.546,1.16504213800452e-16
Gravel,1.547,9.49965061776638e-17
Gravel,1.548,7.34887985548804e-17
Gravel,1.549,5.19810909320923e-17
Gravel,1.55,4.08023614711767e-17
Gravel,1.551,1.24856810662787e-16
Gravel,1.552,2.08911259854379e-16
Gravel,1.553,2.9296570904599e-16
Gravel,1.554,3.62291904452018e-16
Gravel,1.555,3.66281059128492e-16
Gravel,1.556,3.70270213804964e-16
Gravel,1.557,3.74259368481437e-16
Gravel,1.558,3.90444419965501e-16
Gravel,1.559,4.39593743255611e-16
Gravel,1.56,4.8874306654571e-16
Gravel,1.561,5.37892389835821e-16
Gravel,1.562,5.46389460218635e-16
Gravel,1.563,4.81399765730526e-16
Gravel,1.564,4.16410071242431e-16
Gravel,1.565,3.51420376754322e-16
Gravel,1.566,2.8101450317284e-16
Gravel,1.567,2.03778492239059e-16
Gravel,1.568,1.26542481305294e-16
Gravel,1.569,4.93064703715129e-17
Gravel,1.57,3.10811062009033e-17
Gravel,1.571,6.55282082151709e-17
Gravel,1.572,9.99753102294308e-17
Gravel,1.573,1.34422412243698e-16
Gravel,1.574,2.17379080432923e-16
Gravel,1.575,3.30770094279715e-16
Gravel,1.576,4.44161108126481e-16
Gravel,1.577,5.57552121973273e-16
Gravel,1.578,5.65414293412587e-16
Gravel,1.579,5.28176149521312e-16
Gravel,1.58,4.90938005630045e-16
Gravel,1.581,4.53699861738769e-16
Gravel,1.582,3.690231419394e-16
Gravel,1.583,2.71483723697268e-16
Gravel,1.584,1.73944305455157e-16
Gravel,1.585,7.64048872130239e-17
Gravel,1.586,4.97262288355327e-17
Gravel,1.587,3.33748112454686e-17
Gravel,1.588,1.70233936554082e-17
Gravel,1.589,6.71976065344101e-19
Gravel,1.59,7.89235743125172e-17
Gravel,1.591,1.61229587524156e-16
Gravel,1.592,2.43535600735777e-16
Gravel,1.593,3.21917016528108e-16
Gravel,1.594,3.17028713162842e-16
Gravel,1.595,3.12140409797574e-16
Gravel,1.596,3.07252106432308e-16
Gravel,1.597,2.93495721050122e-16
Gravel,1.598,2.20971747376748e-16
Gravel,1.599,1.48447773703359e-16
Gravel,1.6,7.59238000299856e-17
Gravel,1.601,2.0175657288922e-17
Gravel,1.602,2.48809593489762e-17
Gravel,1.603,2.95862614090316e-17
Gravel,1.604,3.42915634690859e-17
Gravel,1.605,4.11872937778049e-17
Gravel,1.606,5.31139431608708e-17
Gravel,1.607,6.50405925439393e-17
Gravel,1.608,7.69672419270051e-17
Gravel,1.609,8.34772026909994e-17
Gravel,1.61,8.14946667255887e-17
Gravel,1.611,7.95121307601775e-17
Gravel,1.612,7.75295947947668e-17
Gravel,1.613,7.0824447477112e-17
Gravel,1.614,5.89108234417597e-17
Gravel,1.615,4.69971994064048e-17
Gravel,1.616,3.50835753710525e-17
Gravel,1.617,5.13972838548345e-17
Gravel,1.618,8.97420811340201e-17
Gravel,1.619,1.28086878413214e-16
Gravel,1.62,1.664316756924e-16
Gravel,1.621,2.17559237785286e-16
Gravel,1.622,2.7563815234482e-16
Gravel,1.623,3.33717066904366e-16
Gravel,1.624,3.917959814639e-16
Gravel,1.625,3.7994215374215e-16
Gravel,1.626,3.42726051486378e-16
Gravel,1.627,3.05509949230598e-16
Gravel,1.628,2.68293846974825e-16
Gravel,1.629,2.12526083927028e-16
Gravel,1.63,1.52684925192215e-16
Gravel,1.631,9.28437664573882e-17
Gravel,1.632,3.30026077225747e-17
Gravel,1.633,2.19609404885201e-17
Gravel,1.634,1.59783998031367e-17
Gravel,1.635,9.99585911775196e-18
Gravel,1.636,4.01331843236854e-18
Gravel,1.637,4.30391063536466e-18
Gravel,1.638,4.64399501105017e-18
Gravel,1.639,4.98407938673575e-18
Gravel,1.64,5.19159182273687e-18
Gravel,1.641,3.83806966895175e-18
Gravel,1.642,2.48454751516693e-18
Gravel,1.643,1.13102536138181e-18
Gravel,1.644,0
Gravel,1.645,0
Gravel,1.646,0
Gravel,1.647,0
Gravel,1.648,3.20102882525729e-18
Gravel,1.649,1.59801360885849e-17
Gravel,1.65,2.87592433519096e-17
Gravel,1.651,4.15383506152372e-17
Gravel,1.652,5.24442199607715e-17
Gravel,1.653,5.96580680613609e-17
Gravel,1.654,6.68719161619486e-17
Gravel,1.655,7.40857642625379e-17
Gravel,1.656,6.97992805659994e-17
Gravel,1.657,4.98063252020814e-17
Gravel,1.658,2.98133698381678e-17
Gravel,1.659,9.82041447424974e-18
Gravel,1.66,0
Gravel,1.661,0
Gravel,1.662,0
Gravel,1.663,0
Gravel,1.664,0
Gravel,1.665,0
Gravel,1.666,0
Gravel,1.667,0
Gravel,1.668,0
Gravel,1.669,0
Gravel,1.67,0
Gravel,1.671,0
Gravel,1.672,9.36289650579626e-19
Gravel,1.673,2.15681008794236e-18
Gravel,1.674,3.37733052530536e-18
Gravel,1.675,4.59785096266809e-18
Gravel,1.676,5.82518896794707e-18
Gravel,1.677,7.05369972000032e-18
Gravel,1.678,8.28221047205383e-18
Gravel,1.679,9.51072122410708e-18
Gravel,1.68,7.28478944796956e-18
Gravel,1.681,4.83575825855372e-18
Gravel,1.682,2.38672706913734e-18
Gravel,1.683,0
Gravel,1.684,0
Gravel,1.685,0
Gravel,1.686,0
Gravel,1.687,0
Gravel,1.688,0
Gravel,1.689,0
Gravel,1.69,0
Gravel,1.691,1.55723905392482e-18
Gravel,1.692,9.43594357428076e-18
Gravel,1.693,1.73146480946349e-17
Gravel,1.694,2.51933526149909e-17
Gravel,1.695,3.42141363018742e-17
Gravel,1.696,4.61176853332396e-17
Gravel,1.697,5.80212343646023e-17
Gravel,1.698,6.99247833959676e-17
Gravel,1.699,7.01089259924935e-17
Gravel,1.7,5.03266724407727e-17
Gravel,1.701,3.05444188890562e-17
Gravel,1.702,1.07621653373354e-17
Gravel,1.703,0
Gravel,1.704,0
Gravel,1.705,0
Gravel,1.706,0
Gravel,1.707,0
Gravel,1.708,0
Gravel,1.709,0
Gravel,1.71,0
Gravel,1.711,0
Gravel,1.712,0
Gravel,1.713,0
Gravel,1.714,0
Gravel,1.715,0
Gravel,1.716,0
Gravel,1.717,0
Gravel,1.718,0
Gravel,1.719,5.73337289949108e-19
Gravel,1.72,1.28965845171948e-18
Gravel,1.721,2.0059796134897e-18
Gravel,1.722,2.72230077526008e-18
Gravel,1.723,4.44723520308648e-18
Gravel,1.724,6.30130775327804e-18
Gravel,1.725,8.15538030346919e-18
Gravel,1.726,1.00094528536607e-17
Gravel,1.727,7.56027739545632e-18
Gravel,1.728,4.98988368349453e-18
Gravel,1.729,2.41948997153332e-18
Gravel,1.73,6.63856402386619e-19
Gravel,1.731,1.1971543789689e-17
Gravel,1.732,2.3279231176994e-17
Gravel,1.733,3.45869185642964e-17
Gravel,1.734,4.96334008942535e-17
Gravel,1.735,8.67589830882512e-17
Gravel,1.736,1.23884565282257e-16
Gravel,1.737,1.61010147476255e-16
Gravel,1.738,1.80418302731464e-16
Gravel,1.739,1.40818417419353e-16
Gravel,1.74,1.01218532107234e-16
Gravel,1.741,6.16186467951229e-17
Gravel,1.742,4.67959788017976e-17
Gravel,1.743,8.53513900939734e-17
Gravel,1.744,1.23906801386158e-16
Gravel,1.745,1.62462212678334e-16
Gravel,1.746,1.83195618614718e-16
Gravel,1.747,1.77542074873833e-16
Gravel,1.748,1.71888531132946e-16
Gravel,1.749,1.6623498739206e-16
Gravel,1.75,2.04387710191988e-16
Gravel,1.751,2.88274175260521e-16
Gravel,1.752,3.72160640329073e-16
Gravel,1.753,4.56047105397606e-16
Gravel,1.754,4.81283760860082e-16
Gravel,1.755,4.63231271137131e-16
Gravel,1.756,4.45178781414176e-16
Gravel,1.757,4.27126291691225e-16
Gravel,1.758,3.53630789430422e-16
Gravel,1.759,2.51757650574844e-16
Gravel,1.76,1.49884511719243e-16
Gravel,1.761,4.8011372863665e-17
Gravel,1.762,5.34002320703184e-17
Gravel,1.763,9.50110749157819e-17
Gravel,1.764,1.36621917761255e-16
Gravel,1.765,1.78232760606718e-16
Gravel,1.766,1.91778991257979e-16
Gravel,1.767,1.99725475344661e-16
Gravel,1.768,2.07671959431345e-16
Gravel,1.769,2.15618443518027e-16
Gravel,1.77,2.05805686760685e-16
Gravel,1.771,1.94443719631845e-16
Gravel,1.772,1.83081752503003e-16
Gravel,1.773,1.71911410556714e-16
Gravel,1.774,1.93189599521748e-16
Gravel,1.775,2.14467788486776e-16
Gravel,1.776,2.3574597745181e-16
Gravel,1.777,2.62832973471963e-16
Gravel,1.778,3.47266490206543e-16
Gravel,1.779,4.31700006941104e-16
Gravel,1.78,5.16133523675684e-16
Gravel,1.781,5.70854416679216e-16
Gravel,1.782,4.88440123231758e-16
Gravel,1.783,4.06025829784317e-16
Gravel,1.784,3.23611536336858e-16
Gravel,1.785,2.51696411896193e-16
Gravel,1.786,2.09023417429936e-16
Gravel,1.787,1.66350422963688e-16
Gravel,1.788,1.23677428497431e-16
Gravel,1.789,1.59225154473965e-16
Gravel,1.79,3.39852652444862e-16
Gravel,1.791,5.20480150415719e-16
Gravel,1.792,7.01107648386616e-16
Gravel,1.793,8.60568263768974e-16
Gravel,1.794,9.92692277422697e-16
Gravel,1.795,1.12481629107645e-15
Gravel,1.796,1.25694030473017e-15
Gravel,1.797,1.27639504597339e-15
Gravel,1.798,1.19288610756052e-15
Gravel,1.799,1.10937716914762e-15
Gravel,1.8,1.02586823073475e-15
Gravel,1.801,9.58687615697735e-16
Gravel,1.802,9.02007530162915e-16
Gravel,1.803,8.45327444628083e-16
Gravel,1.804,7.88647359093263e-16
Gravel,1.805,7.13563702239952e-16
Gravel,1.806,6.30392842215726e-16
Gravel,1.807,5.47221982191481e-16
Gravel,1.808,4.64051122167254e-16
Gravel,1.809,4.89692429864826e-16
Gravel,1.81,5.45877503940447e-16
Gravel,1.811,6.0206257801608e-16
Gravel,1.812,6.58247652091701e-16
Gravel,1.813,8.11668108745288e-16
Gravel,1.814,9.80014086878094e-16
Gravel,1.815,1.14836006501094e-15
Gravel,1.816,1.31670604314374e-15
Gravel,1.817,1.16770191822521e-15
Gravel,1.818,1.00305836317684e-15
Gravel,1.819,8.38414808128444e-16
Gravel,1.82,6.88682759235233e-16
